City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Date
231,College,US,64.8569,-147.8028,17.6,79,75,6.91,broken clouds,2021-01-11 04:35:01
232,Talara,PE,-4.5772,-81.2719,70.63,81,48,11.65,scattered clouds,2021-01-11 04:37:27
233,Coahuayana,MX,18.7333,-103.6833,68.85,83,0,3.04,clear sky,2021-01-11 04:37:21
234,Sao Joao Da Barra,BR,-21.6403,-41.0511,76.55,88,36,17.34,scattered clouds,2021-01-11 04:39:37
235,Upata,VE,8.0086,-62.3989,75.99,93,19,4.0,few clouds,2021-01-11 04:35:27
236,Sayla,IN,22.55,71.4667,74.91,38,0,8.16,clear sky,2021-01-11 04:39:37
237,Dong Hoi,VN,17.4833,106.6,57.97,77,100,23.06,overcast clouds,2021-01-11 04:39:38
238,Bari Sadri,IN,24.4167,74.4667,59.0,77,75,4.61,haze,2021-01-11 04:39:38
239,Lakatoro,VU,-16.0999,167.4164,85.15,70,75,3.13,light rain,2021-01-11 04:39:38
240,Goderich,CA,43.7501,-81.7165,30.2,74,100,8.05,overcast clouds,2021-01-11 04:39:38
241,Ust-Nera,RU,64.5667,143.2,-35.77,71,78,2.35,broken clouds,2021-01-11 04:39:39
242,Shingu,JP,33.7333,135.9833,42.8,52,40,9.22,scattered clouds,2021-01-11 04:35:10
243,Chicama,PE,-7.8447,-79.1469,69.31,81,44,5.46,scattered clouds,2021-01-11 04:39:39
244,Bam,IR,29.106,58.357,49.95,27,0,0.72,clear sky,2021-01-11 04:39:39
245,Dubbo,AU,-32.25,148.6167,86.0,35,0,2.3,clear sky,2021-01-11 04:39:39
246,Carnarvon,AU,-24.8667,113.6333,82.4,65,0,21.85,clear sky,2021-01-11 04:37:09
247,Constitucion,CL,-35.3333,-72.4167,56.46,90,100,3.96,overcast clouds,2021-01-11 04:39:40
248,Ilhabela,BR,-23.7781,-45.3581,77.29,88,99,9.57,overcast clouds,2021-01-11 04:39:40
249,Fukue,JP,32.6881,128.8419,42.8,61,75,3.44,broken clouds,2021-01-11 04:38:12
250,Ponta Delgada,PT,37.7333,-25.6667,55.4,94,75,10.36,light rain,2021-01-11 04:39:40
251,Gueret,FR,46.1667,1.8667,27.0,93,0,8.05,clear sky,2021-01-11 04:39:41
252,Sao Filipe,CV,14.8961,-24.4956,69.08,73,53,18.79,broken clouds,2021-01-11 04:37:18
253,Beihai,CN,21.4833,109.1,49.82,49,100,24.74,overcast clouds,2021-01-11 04:39:41
254,Wahiawa,US,21.5028,-158.0236,78.8,73,1,3.44,clear sky,2021-01-11 04:39:41
255,Salvador,SV,13.8333,-88.9167,75.2,83,20,5.75,few clouds,2021-01-11 04:37:13
256,Severo-Kurilsk,RU,50.6789,156.125,20.03,88,98,18.1,overcast clouds,2021-01-11 04:37:33
257,Fort Nelson,CA,58.8053,-122.7002,10.4,85,75,4.61,broken clouds,2021-01-11 04:38:19
258,The Valley,AI,18.217,-63.0578,78.8,73,40,12.66,scattered clouds,2021-01-11 04:39:42
259,Bagdarin,RU,54.4333,113.6,-3.5,79,43,0.92,scattered clouds,2021-01-11 04:39:42
260,Caucaia,BR,-3.7361,-38.6531,80.01,83,0,4.61,clear sky,2021-01-11 04:37:55
261,Nizwa,OM,22.9333,57.5333,62.91,25,0,0.6,clear sky,2021-01-11 04:39:43
262,Minna,NG,9.6139,6.5569,71.47,22,0,5.35,clear sky,2021-01-11 04:39:43
263,Choya,RU,52.0108,86.5467,20.35,95,100,1.74,overcast clouds,2021-01-11 04:39:43
264,Kavaratti,IN,10.5669,72.642,81.72,72,43,1.21,scattered clouds,2021-01-11 04:39:43
265,Kaeo,NZ,-35.1,173.7833,69.12,65,34,4.07,scattered clouds,2021-01-11 04:39:43
266,Elat,IL,29.5581,34.9482,57.2,58,0,5.75,clear sky,2021-01-11 04:38:03
267,Ilo,PE,-17.6394,-71.3375,69.58,77,93,4.76,overcast clouds,2021-01-11 04:39:44
268,Isangel,VU,-19.55,169.2667,84.2,79,90,4.61,light rain,2021-01-11 04:37:15
269,Marawi,PH,7.9986,124.2928,80.01,86,81,4.0,broken clouds,2021-01-11 04:38:25
270,Luderitz,NA,-26.6481,15.1594,65.97,71,51,9.69,broken clouds,2021-01-11 04:39:45
271,Praia Da Vitoria,PT,38.7333,-27.0667,59.0,100,40,17.38,fog,2021-01-11 04:39:45
272,Madimba,TZ,-10.4,40.3333,75.2,94,75,11.5,moderate rain,2021-01-11 04:39:45
273,Bethel,US,41.3712,-73.414,27.0,79,1,3.24,clear sky,2021-01-11 04:38:05
274,Kohtla-Jarve,EE,59.3986,27.2731,17.11,96,100,15.57,snow,2021-01-11 04:39:45
275,Vila Velha,BR,-20.3297,-40.2925,77.0,88,40,6.91,light rain,2021-01-11 04:39:46
276,Chapais,CA,49.7834,-74.8492,14.0,92,90,9.22,mist,2021-01-11 04:37:11
277,Mecca,SA,21.4267,39.8261,71.6,37,0,5.23,clear sky,2021-01-11 04:35:33
278,Dhadar,IN,28.3305,75.0632,61.43,32,0,8.81,clear sky,2021-01-11 04:39:46
279,Rio Grande,BR,-32.035,-52.0986,75.99,89,37,1.01,scattered clouds,2021-01-11 04:39:46
280,Nanakuli,US,21.3906,-158.1547,78.8,57,1,4.61,clear sky,2021-01-11 04:39:47
281,Okaya,JP,36.0566,138.0451,35.01,60,75,3.44,broken clouds,2021-01-11 04:39:47
282,Berlevag,NO,70.8578,29.0864,14.0,67,0,25.32,clear sky,2021-01-11 04:39:47
283,Laiyang,CN,36.9758,120.7136,30.76,79,90,6.76,overcast clouds,2021-01-11 04:39:47
284,Gobabis,NA,-22.45,18.9667,67.86,82,100,11.59,moderate rain,2021-01-11 04:39:47
285,Honningsvag,NO,70.9821,25.9704,17.6,86,75,32.21,light snow,2021-01-11 04:39:48
286,Burnie,AU,-41.0667,145.9167,75.99,55,98,8.99,overcast clouds,2021-01-11 04:39:48
287,Champasak,LA,14.75,106.0,75.2,46,0,18.41,clear sky,2021-01-11 04:39:48
288,Laguna,US,38.421,-121.4238,48.99,87,1,4.61,clear sky,2021-01-11 04:37:42
289,Kuytun,RU,54.3419,101.5036,8.65,93,100,9.69,overcast clouds,2021-01-11 04:39:48
290,Nortelandia,BR,-14.4547,-56.8028,71.62,87,99,3.51,overcast clouds,2021-01-11 04:39:49
291,Samarai,PG,-10.6167,150.6667,87.22,70,62,10.38,broken clouds,2021-01-11 04:39:49
292,Horki,BY,54.2861,30.9842,17.6,93,90,4.47,mist,2021-01-11 04:39:49
293,Bambanglipuro,ID,-7.95,110.2833,85.96,67,61,8.48,broken clouds,2021-01-11 04:39:49
294,Jos,NG,9.9167,8.9,60.22,33,0,5.82,clear sky,2021-01-11 04:39:49
295,Brae,GB,60.3964,-1.353,32.0,93,90,3.44,overcast clouds,2021-01-11 04:37:24
296,Plettenberg Bay,ZA,-34.0527,23.3716,65.66,76,3,6.22,clear sky,2021-01-11 04:39:50
297,Smithers,CA,54.7804,-127.1743,35.6,87,90,5.75,light snow,2021-01-11 04:39:50
298,Tiksi,RU,71.6872,128.8694,-25.8,84,100,14.9,overcast clouds,2021-01-11 04:39:50
299,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,84.0,82,69,3.0,broken clouds,2021-01-11 04:39:50
300,Naze,JP,28.3667,129.4833,60.8,63,75,5.75,broken clouds,2021-01-11 04:39:50
301,Kayerkan,RU,69.3497,87.7602,-11.65,89,100,10.0,light snow,2021-01-11 04:39:51
302,Maragogi,BR,-9.0122,-35.2225,76.3,84,90,7.18,overcast clouds,2021-01-11 04:36:39
303,Noumea,NC,-22.2763,166.4572,86.0,66,90,8.05,overcast clouds,2021-01-11 04:39:51
304,Vao,NC,-22.6667,167.4833,77.7,90,100,14.56,moderate rain,2021-01-11 04:39:51
305,Havelock,US,34.8791,-76.9013,35.01,86,1,2.01,clear sky,2021-01-11 04:37:19
306,Yaan,NG,7.3833,8.5667,71.38,81,3,2.8,clear sky,2021-01-11 04:39:52
307,Namatanai,PG,-3.6667,152.4333,86.04,64,71,4.27,broken clouds,2021-01-11 04:39:52
308,Shanhetun,CN,44.7,127.2,12.04,91,23,12.21,few clouds,2021-01-11 04:39:52
309,Pital,CO,2.2665,-75.8044,67.05,77,63,3.98,light rain,2021-01-11 04:39:53
310,Alingsas,SE,57.9303,12.5335,33.01,93,40,13.8,light snow,2021-01-11 04:39:53
311,Nijar,ES,36.9665,-2.206,48.0,76,75,8.05,broken clouds,2021-01-11 04:39:53
312,Gannan,CN,47.9147,123.5031,8.89,83,100,4.52,overcast clouds,2021-01-11 04:39:54
313,Assiniboia,CA,49.6334,-105.9845,24.8,80,93,13.8,overcast clouds,2021-01-11 04:38:01
314,Pingliang,CN,35.5392,106.6861,18.0,89,0,1.99,clear sky,2021-01-11 04:39:54
315,Port Hardy,CA,50.6996,-127.4199,46.4,93,90,20.71,moderate rain,2021-01-11 04:38:24
316,Acajete,MX,19.1,-97.95,51.06,78,98,4.0,overcast clouds,2021-01-11 04:39:55
317,Ancud,CL,-41.8697,-73.8203,44.01,87,0,5.75,light rain,2021-01-11 04:39:55
318,Saint George,US,37.1041,-113.5841,36.0,38,75,3.44,broken clouds,2021-01-11 04:37:35
319,Belaya Gora,RU,68.5333,146.4167,-35.88,84,2,3.22,clear sky,2021-01-11 04:39:55
320,Solnechnyy,RU,50.7214,136.6319,-6.34,84,96,3.53,overcast clouds,2021-01-11 04:39:56
321,Dodge City,US,37.7528,-100.0171,30.2,86,1,3.44,clear sky,2021-01-11 04:39:56
322,Iskateley,RU,67.6803,53.1512,-9.22,89,14,5.32,few clouds,2021-01-11 04:39:56
323,Moravska Trebova,CZ,49.7579,16.6643,25.0,96,20,3.53,few clouds,2021-01-11 04:39:56
324,Andra,RU,62.5147,65.8878,-27.13,85,0,3.18,clear sky,2021-01-11 04:39:57
325,Kolo,PL,52.2002,18.6387,30.0,99,98,1.99,overcast clouds,2021-01-11 04:39:57
326,Tazovskiy,RU,67.4667,78.7,-3.96,91,98,16.84,overcast clouds,2021-01-11 04:39:57
327,Marsh Harbour,BS,26.5412,-77.0636,67.91,59,100,6.51,overcast clouds,2021-01-11 04:35:16
328,Salalah,OM,17.0151,54.0924,66.2,30,0,6.91,clear sky,2021-01-11 04:37:32
329,Tayu,ID,-6.5397,111.0518,84.22,77,100,9.89,overcast clouds,2021-01-11 04:39:16
330,Isiro,CD,2.7739,27.616,66.4,80,0,1.72,clear sky,2021-01-11 04:39:58
331,Altay,CN,47.8667,88.1167,13.17,85,91,1.43,overcast clouds,2021-01-11 04:39:27
332,Pointe Michel,DM,15.25,-61.3833,77.18,74,6,16.17,clear sky,2021-01-11 04:39:59
333,Albacete,ES,38.8333,-2.0,30.2,100,90,3.69,mist,2021-01-11 04:39:59
334,Upernavik,GL,72.7868,-56.1549,11.95,87,99,13.29,overcast clouds,2021-01-11 04:38:09
335,Anadyr,RU,64.75,177.4833,-29.0,68,0,11.18,fog,2021-01-11 04:37:37
336,Mantua,IT,45.1667,10.7833,28.0,86,20,2.3,few clouds,2021-01-11 04:40:00
337,Inta,RU,66.0317,60.1659,-11.94,76,0,1.74,clear sky,2021-01-11 04:40:00
338,Riosucio,CO,5.4216,-75.7032,56.97,95,58,1.25,heavy intensity rain,2021-01-11 04:40:00
339,Shangqiu,CN,34.45,115.65,39.06,52,0,17.09,clear sky,2021-01-11 04:40:01
340,Narok,KE,-1.0783,35.8601,60.4,83,69,1.12,broken clouds,2021-01-11 04:40:01
341,Komsomolskiy,UZ,40.4272,71.7189,26.6,59,0,4.61,clear sky,2021-01-11 04:37:43
342,Atar,MR,20.5169,-13.0499,53.35,43,92,11.25,overcast clouds,2021-01-11 04:40:01
343,Gizo,SB,-8.103,156.8419,81.97,76,100,6.04,light rain,2021-01-11 04:40:01
344,Faya,SA,18.3851,42.4509,44.6,52,0,5.14,clear sky,2021-01-11 04:40:02
345,Talnakh,RU,69.4865,88.3972,-15.09,87,100,8.37,light snow,2021-01-11 04:37:26
346,Whakatane,NZ,-37.9585,176.9854,80.01,65,0,7.0,clear sky,2021-01-11 04:40:03
347,Morrope,PE,-6.5417,-80.0111,71.24,75,81,13.27,broken clouds,2021-01-11 04:40:03
348,Udachnyy,RU,66.4167,112.4,-38.58,80,42,3.18,scattered clouds,2021-01-11 04:40:04
349,Saint-Francois,FR,46.4154,3.9054,21.0,93,2,3.36,clear sky,2021-01-11 04:40:04
350,Whitianga,NZ,-36.8333,175.7,74.82,54,0,6.78,clear sky,2021-01-11 04:40:04
351,Riyadh,SA,24.6877,46.7219,50.0,66,0,4.29,haze,2021-01-11 04:40:05
352,Dunedin,NZ,-45.8742,170.5036,55.15,67,70,4.59,broken clouds,2021-01-11 04:36:23
353,Maldonado,UY,-34.6667,-54.9167,75.99,88,40,17.27,scattered clouds,2021-01-11 04:40:05
354,Bukama,CD,-9.2,25.85,69.3,94,99,0.74,overcast clouds,2021-01-11 04:40:05
355,Jequie,BR,-13.8575,-40.0836,72.88,89,66,2.24,broken clouds,2021-01-11 04:40:05
356,Margate,GB,51.3813,1.3862,39.99,90,97,3.0,overcast clouds,2021-01-11 04:36:39
357,Hami,CN,42.8,93.45,21.13,77,6,2.46,clear sky,2021-01-11 04:40:06
358,Harbour Breton,CA,47.4833,-55.7983,31.14,93,97,12.55,overcast clouds,2021-01-11 04:40:06
359,Olinda,BR,-8.0089,-34.8553,78.8,69,40,5.75,scattered clouds,2021-01-11 04:37:41
360,Bara,NG,10.3744,10.7288,66.29,26,70,7.43,broken clouds,2021-01-11 04:40:06
361,Sikandarabad,IN,28.45,77.7,60.01,93,40,8.05,fog,2021-01-11 04:40:07
362,Ylojarvi,FI,61.5563,23.5961,30.2,93,90,5.75,light snow,2021-01-11 04:40:07
363,Mehamn,NO,71.0357,27.8492,14.0,67,0,25.32,clear sky,2021-01-11 04:37:55
364,Snyder,US,32.7179,-100.9176,30.2,100,90,4.61,overcast clouds,2021-01-11 04:37:36
365,Quepos,CR,9.4236,-84.1652,71.6,68,0,9.22,clear sky,2021-01-11 04:40:08
366,Leh,IN,34.1667,77.5833,7.68,53,0,1.74,clear sky,2021-01-11 04:37:47
367,Natchez,US,31.5604,-91.4032,33.8,93,90,14.97,snow,2021-01-11 04:40:08
368,Pisco,PE,-13.7,-76.2167,68.0,88,0,13.8,clear sky,2021-01-11 04:37:27
369,Guerrero Negro,MX,27.9769,-114.0611,60.28,39,0,5.59,clear sky,2021-01-11 04:38:06
370,Khategaon,IN,22.6,76.9167,78.48,49,0,8.23,clear sky,2021-01-11 04:40:09
371,Itarema,BR,-2.9248,-39.9167,77.2,82,60,9.89,broken clouds,2021-01-11 04:40:09
372,Chara,RU,56.9064,118.2631,-11.88,78,96,0.67,overcast clouds,2021-01-11 04:40:09
373,Mwaya,TZ,-9.55,33.95,72.32,85,100,3.62,light rain,2021-01-11 04:40:09
374,Chenghai,CN,23.4632,116.768,48.2,66,0,4.47,light rain,2021-01-11 04:40:10
375,Kloulklubed,PW,7.0419,134.2556,86.0,74,75,9.22,light rain,2021-01-11 04:40:10
376,Port Keats,AU,-14.25,129.55,90.77,60,82,8.63,broken clouds,2021-01-11 04:40:10
377,Tarauaca,BR,-8.1614,-70.7656,73.53,92,100,1.86,overcast clouds,2021-01-11 04:40:11
378,Jacksonville,US,30.3322,-81.6556,48.99,81,75,1.74,broken clouds,2021-01-11 04:38:18
379,Manta,EC,-0.95,-80.7333,77.0,83,75,4.61,broken clouds,2021-01-11 04:40:11
380,Hofn,IS,64.2539,-15.2082,26.82,87,0,20.24,clear sky,2021-01-11 04:40:11
381,Hlotse,LS,-28.8718,28.045,63.86,78,60,5.5,broken clouds,2021-01-11 04:40:11
382,Mingaora,PK,34.7758,72.3625,53.29,30,0,7.4,clear sky,2021-01-11 04:37:03
383,Richards Bay,ZA,-28.783,32.0377,73.76,87,80,9.69,broken clouds,2021-01-11 04:40:12
384,Beringovskiy,RU,63.05,179.3167,-21.08,84,7,14.03,clear sky,2021-01-11 04:37:44
385,Sarkikaraagac,TR,38.0794,31.3664,47.55,77,92,5.66,overcast clouds,2021-01-11 04:40:12
386,Strezhevoy,RU,60.7333,77.5889,-25.6,75,0,4.47,clear sky,2021-01-11 04:37:55
387,Piopio,NZ,-38.4667,175.0167,78.01,52,0,4.0,clear sky,2021-01-11 04:40:13
388,Shuyskoye,RU,59.3736,41.0305,-8.41,90,46,5.73,scattered clouds,2021-01-11 04:40:13
389,Xocali,AZ,39.913,46.7903,45.12,54,82,1.74,broken clouds,2021-01-11 04:40:13
390,Rio Cuarto,AR,-33.1307,-64.3499,73.99,91,51,8.99,broken clouds,2021-01-11 04:40:14
391,Plouzane,FR,48.3833,-4.6167,41.0,87,90,4.61,overcast clouds,2021-01-11 04:40:14
392,Oktyabrskiy,RU,54.4815,53.471,-1.88,91,56,4.47,broken clouds,2021-01-11 04:40:14
393,Taitung,TW,22.7583,121.1444,60.8,59,75,4.61,broken clouds,2021-01-11 04:40:14
394,Ayr,GB,55.4627,-4.6339,46.4,93,75,13.8,broken clouds,2021-01-11 04:40:15
395,Rulenge,TZ,-2.7175,30.6325,62.38,92,99,1.1,overcast clouds,2021-01-11 04:40:15
396,Camana,PE,-16.6228,-72.7111,70.45,73,99,6.08,overcast clouds,2021-01-11 04:40:15
397,Nouadhibou,MR,20.931,-17.0347,60.8,72,74,23.02,sand,2021-01-11 04:40:15
398,Luganville,VU,-15.5333,167.1667,84.88,73,87,4.81,light rain,2021-01-11 04:40:15
399,Vestmanna,FO,62.1564,-7.1664,30.2,80,75,14.97,light snow,2021-01-11 04:40:16
400,Yulara,AU,-25.2406,130.9889,102.2,8,8,12.66,clear sky,2021-01-11 04:38:02
401,Calvinia,ZA,-31.4707,19.776,67.57,58,11,8.77,few clouds,2021-01-11 04:40:16
402,Zhuhai,CN,22.2769,113.5678,50.0,53,40,23.02,scattered clouds,2021-01-11 04:40:16
403,Reims,FR,49.1667,4.0833,26.6,93,90,1.14,fog,2021-01-11 04:40:16
404,Barsovo,RU,61.1667,73.1667,-27.4,75,0,4.47,clear sky,2021-01-11 04:40:17
405,Gamba,GA,-2.65,10.0,76.21,88,74,2.89,broken clouds,2021-01-11 04:40:17
406,Sindor,RU,62.8629,51.8905,-9.63,86,0,6.38,clear sky,2021-01-11 04:40:17
407,Hammerfest,NO,70.6634,23.6821,15.8,67,37,12.66,scattered clouds,2021-01-11 04:40:17
408,Tabou,CI,4.423,-7.3528,77.86,87,13,8.08,few clouds,2021-01-11 04:40:17
409,Vila,PT,42.0304,-8.1588,30.0,82,0,3.0,clear sky,2021-01-11 04:37:59
410,Sorland,NO,67.667,12.6934,33.8,60,75,6.91,broken clouds,2021-01-11 04:40:18
411,Caravelas,BR,-17.7125,-39.2481,75.34,90,0,4.76,clear sky,2021-01-11 04:38:00
412,Havoysund,NO,70.9963,24.6622,17.6,86,75,32.21,light snow,2021-01-11 04:40:18
413,Paamiut,GL,61.994,-49.6678,32.4,98,100,3.06,snow,2021-01-11 04:37:46
414,Sandwick,GB,60.0,-1.25,32.0,93,90,3.44,overcast clouds,2021-01-11 04:40:19
415,Xining,CN,36.6167,101.7667,14.88,54,0,4.29,clear sky,2021-01-11 04:40:19
416,Senanga,ZM,-16.1167,23.2667,67.64,93,100,5.73,overcast clouds,2021-01-11 04:40:19
417,Fortuna Foothills,US,32.6578,-114.4119,55.4,30,1,9.22,clear sky,2021-01-11 04:40:19
418,Port Hedland,AU,-20.3167,118.5667,95.0,59,19,12.66,few clouds,2021-01-11 04:37:13
419,Mbanza-Ngungu,CD,-5.25,14.8667,64.11,100,93,6.2,overcast clouds,2021-01-11 04:40:20
420,Clyde River,CA,70.4692,-68.5914,5.0,85,90,12.66,overcast clouds,2021-01-11 04:38:01
421,Mashhad,IR,36.297,59.6062,30.2,51,0,4.61,clear sky,2021-01-11 04:37:10
422,Agropoli,IT,40.3469,14.9966,48.0,93,67,1.01,broken clouds,2021-01-11 04:40:20
423,Half Moon Bay,US,37.4636,-122.4286,55.4,93,20,4.81,few clouds,2021-01-11 04:40:20
424,Buala,SB,-8.145,159.5921,83.59,74,100,4.61,moderate rain,2021-01-11 04:40:20
425,Ucluelet,CA,48.9329,-125.5528,50.0,93,100,5.01,light rain,2021-01-11 04:40:21
426,Galle,LK,6.0367,80.217,81.97,71,96,2.86,overcast clouds,2021-01-11 04:40:21
427,Enshi,CN,30.3,109.4833,47.8,49,48,1.86,scattered clouds,2021-01-11 04:40:21
428,Nicoya,CR,10.1483,-85.452,77.0,69,75,5.75,broken clouds,2021-01-11 04:38:13
429,Ajaccio,FR,42.0,8.9167,48.2,81,75,5.75,broken clouds,2021-01-11 04:40:21
430,Mendi,PG,-6.1761,143.6513,64.81,93,100,2.51,overcast clouds,2021-01-11 04:40:22
431,Saint-Augustin,CA,51.226,-58.6502,13.89,83,0,12.73,clear sky,2021-01-11 04:37:10
432,Geraldton,AU,-28.7667,114.6,87.8,33,0,24.16,clear sky,2021-01-11 04:34:27
433,Khorixas,NA,-20.3667,14.9667,67.23,53,100,5.39,overcast clouds,2021-01-11 04:40:22
434,Yar-Sale,RU,66.8333,70.8333,-14.69,82,35,8.77,scattered clouds,2021-01-11 04:40:22
435,Vardo,NO,70.3705,31.1107,12.2,79,75,20.71,broken clouds,2021-01-11 04:37:46
436,Nuuk,GL,64.1835,-51.7216,30.2,100,90,8.05,snow,2021-01-11 04:40:19
437,Miri,MY,4.4148,114.0089,84.2,79,40,6.91,scattered clouds,2021-01-11 04:37:56
438,Svetlogorsk,BY,52.6333,29.7333,16.05,97,79,3.58,broken clouds,2021-01-11 04:40:23
439,Monywa,MM,22.1167,95.1333,82.72,45,52,6.08,broken clouds,2021-01-11 04:40:23
440,Mitchell,US,43.7094,-98.0298,30.2,80,1,11.5,clear sky,2021-01-11 04:36:14
441,Quesnel,CA,52.9999,-122.5029,41.0,65,90,10.36,overcast clouds,2021-01-11 04:40:24
442,Rafai,CF,4.95,23.9167,58.41,36,0,2.26,clear sky,2021-01-11 04:40:24
443,Nova Gradiska,HR,45.255,17.3831,28.0,94,100,1.99,light snow,2021-01-11 04:40:24
444,Puri,IN,19.8,85.85,77.0,69,20,8.05,haze,2021-01-11 04:40:25
445,Meulaboh,ID,4.1363,96.1285,82.38,70,96,1.59,overcast clouds,2021-01-11 04:40:25
446,Bandarbeyla,SO,9.4942,50.8122,73.71,66,50,22.7,scattered clouds,2021-01-11 04:37:52
447,Kalmunai,LK,7.4167,81.8167,77.83,90,100,4.16,moderate rain,2021-01-11 04:40:25
448,Qasigiannguit,GL,68.8193,-51.1922,21.2,79,75,2.3,broken clouds,2021-01-11 04:40:25
449,Sangod,IN,24.9167,76.2833,66.22,44,0,6.6,clear sky,2021-01-11 04:40:17
450,Karratha,AU,-20.7377,116.8463,101.79,27,51,12.48,broken clouds,2021-01-11 04:37:49
451,Roma,US,43.2128,-75.4557,27.0,80,90,1.21,overcast clouds,2021-01-11 04:37:14
452,Sibolga,ID,1.7427,98.7792,84.67,67,78,6.15,light rain,2021-01-11 04:36:52
453,Umea,SE,63.8284,20.2597,23.0,93,40,6.91,scattered clouds,2021-01-11 04:40:27
454,Escanaba,US,45.7453,-87.0646,25.0,86,90,8.05,overcast clouds,2021-01-11 04:40:25
455,Lithakia,GR,37.7167,20.8333,69.8,52,75,18.41,broken clouds,2021-01-11 04:40:27
456,Kieta,PG,-6.2167,155.6333,84.81,69,95,4.05,moderate rain,2021-01-11 04:40:27
457,Kahului,US,20.8947,-156.47,75.2,69,1,14.97,clear sky,2021-01-11 04:32:46
458,Nemuro,JP,43.3236,145.575,21.2,49,20,10.36,few clouds,2021-01-11 04:40:28
459,Sarkand,KZ,45.41,79.9186,36.75,71,3,2.75,clear sky,2021-01-11 04:40:28
460,Kathu,TH,7.9178,98.3332,86.0,69,40,6.91,scattered clouds,2021-01-11 04:37:27
461,Adre,TD,13.4667,22.2,57.7,32,0,15.19,clear sky,2021-01-11 04:40:28
462,San Matias,BO,-16.3667,-58.4,75.6,75,83,4.27,broken clouds,2021-01-11 04:40:28
463,Murray Bridge,AU,-35.1167,139.2667,98.01,16,100,19.04,overcast clouds,2021-01-11 04:40:28
464,Muravlenko,RU,63.7898,74.523,-28.64,86,22,6.71,few clouds,2021-01-11 04:40:29
465,Nema,RU,57.5067,50.5011,-1.01,92,100,10.25,light snow,2021-01-11 04:40:29
